Time[s] MLII[mV] MLII_Filtered[mV] V5[mV] V5_Filterred[mV]
1.492 -0.325 -0.337318 -0.22 -0.20824
1.494 -0.345 -0.339304 -0.23 -0.210757
1.497 -0.35 -0.339444 -0.21 -0.211231
1.5 -0.345 -0.339135 -0.205 -0.210762
1.503 -0.335 -0.337193 -0.2 -0.211319
1.506 -0.33 -0.337141 -0.195 -0.211548
1.508 -0.33 -0.337764 -0.22 -0.213043
1.511 -0.345 -0.338519 -0.225 -0.214516
1.514 -0.345 -0.338429 -0.225 -0.214756
1.517 -0.345 -0.337107 -0.215 -0.213931
1.519 -0.32 -0.335561 -0.205 -0.212689
1.522 -0.33 -0.334251 -0.205 -0.213655
1.525 -0.335 -0.334993 -0.215 -0.216007
1.528 -0.34 -0.337211 -0.225 -0.216996
1.531 -0.355 -0.339026 -0.22 -0.21645
1.533 -0.335 -0.340265 -0.225 -0.215206
1.536 -0.33 -0.341004 -0.195 -0.214005
1.539 -0.33 -0.341473 -0.215 -0.214956
1.542 -0.335 -0.343815 -0.22 -0.216523
1.544 -0.355 -0.345887 -0.215 -0.218321
1.547 -0.36 -0.34746 -0.225 -0.218799
1.55 -0.355 -0.346201 -0.215 -0.217257
1.553 -0.35 -0.344953 -0.21 -0.215002
1.556 -0.34 -0.343991 -0.21 -0.214593
1.558 -0.345 -0.344 -0.225 -0.21558
1.561 -0.345 -0.345708 -0.23 -0.216396
1.564 -0.345 -0.344814 -0.22 -0.215708
1.567 -0.345 -0.343305 -0.21 -0.213779
1.569 -0.33 -0.340853 -0.205 -0.213387
1.572 -0.33 -0.339009 -0.2 -0.213972
1.575 -0.335 -0.339358 -0.205 -0.21423
1.578 -0.345 -0.340937 -0.22 -0.214662
1.581 -0.35 -0.341652 -0.23 -0.213483
1.583 -0.35 -0.342285 -0.215 -0.21214
1.586 -0.34 -0.342244 -0.205 -0.210598
1.589 -0.33 -0.343099 -0.2 -0.211733
1.592 -0.345 -0.343437 -0.23 -0.213696
1.594 -0.345 -0.344023 -0.22 -0.214953
1.597 -0.355 -0.344173 -0.215 -0.214667
1.6 -0.35 -0.34246 -0.205 -0.21273
1.603 -0.34 -0.340575 -0.2 -0.211531
1.606 -0.33 -0.339201 -0.205 -0.211239
1.608 -0.34 -0.33905 -0.22 -0.211589
1.611 -0.34 -0.340002 -0.22 -0.21243
1.614 -0.34 -0.341654 -0.225 -0.212105
1.617 -0.33 -0.341201 -0.205 -0.210737
1.619 -0.335 -0.339161 -0.2 -0.208573
1.622 -0.33 -0.337669 -0.2 -0.209823
1.625 -0.335 -0.335739 -0.21 -0.210917
1.628 -0.345 -0.334158 -0.23 -0.211855
1.631 -0.345 -0.331309 -0.215 -0.211071
1.633 -0.34 -0.326847 -0.2 -0.209573
1.636 -0.33 -0.321232 -0.2 -0.208078
1.639 -0.315 -0.315549 -0.205 -0.209055
1.642 -0.295 -0.30964 -0.21 -0.210101
1.644 -0.3 -0.303769 -0.215 -0.20981
1.647 -0.295 -0.296615 -0.22 -0.208017
1.65 -0.285 -0.287264 -0.205 -0.204879
1.653 -0.275 -0.277272 -0.2 -0.202416
1.656 -0.265 -0.268378 -0.195 -0.201344
1.658 -0.265 -0.260786 -0.205 -0.202368
1.661 -0.265 -0.255273 -0.205 -0.201492
1.664 -0.255 -0.250286 -0.205 -0.197032
1.667 -0.25 -0.246136 -0.18 -0.191899
1.669 -0.24 -0.241344 -0.17 -0.187359
1.672 -0.225 -0.237329 -0.19 -0.183524
1.675 -0.215 -0.236286 -0.19 -0.181102
1.678 -0.24 -0.237535 -0.2 -0.178563
1.681 -0.245 -0.240644 -0.185 -0.174536
1.683 -0.24 -0.24349 -0.165 -0.17002
1.686 -0.245 -0.244899 -0.145 -0.166229
1.689 -0.235 -0.24449 -0.145 -0.164642
1.692 -0.245 -0.245142 -0.17 -0.164313
1.694 -0.25 -0.245829 -0.175 -0.165868
1.697 -0.275 -0.247198 -0.17 -0.165127
1.7 -0.275 -0.247847 -0.165 -0.163225
1.703 -0.265 -0.247735 -0.15 -0.16474
1.706 -0.25 -0.246721 -0.16 -0.167883
1.708 -0.225 -0.249577 -0.175 -0.173352
1.711 -0.22 -0.253879 -0.19 -0.178241
1.714 -0.23 -0.259054 -0.19 -0.182141
1.717 -0.265 -0.264403 -0.185 -0.184111
1.719 -0.27 -0.269353 -0.185 -0.186205
1.722 -0.28 -0.276834 -0.175 -0.190278
1.725 -0.285 -0.286299 -0.195 -0.195082
1.728 -0.305 -0.297782 -0.215 -0.199616
1.731 -0.32 -0.30981 -0.205 -0.2026
1.733 -0.34 -0.321113 -0.2 -0.203158
1.736 -0.33 -0.330912 -0.195 -0.203702
1.739 -0.335 -0.338004 -0.205 -0.204832
1.742 -0.335 -0.343839 -0.21 -0.208032
1.744 -0.355 -0.348486 -0.22 -0.210348
1.747 -0.37 -0.353651 -0.215 -0.211172
1.75 -0.36 -0.356664 -0.21 -0.211028
1.753 -0.345 -0.358861 -0.205 -0.210065
1.756 -0.35 -0.360521 -0.2 -0.210329
1.758 -0.355 -0.362689 -0.21 -0.212546
1.761 -0.365 -0.366036 -0.22 -0.212991
1.764 -0.375 -0.368772 -0.22 -0.212795
1.767 -0.38 -0.369014 -0.22 -0.211317
1.769 -0.37 -0.368542 -0.2 -0.209828
1.772 -0.365 -0.367921 -0.205 -0.208727
1.775 -0.365 -0.367764 -0.215 -0.209093
1.778 -0.38 -0.368624 -0.225 -0.208944
1.781 -0.385 -0.369758 -0.22 -0.210067
1.783 -0.38 -0.370526 -0.215 -0.216134
1.786 -0.375 -0.372396 -0.205 -0.228562
1.789 -0.355 -0.377188 -0.22 -0.248212
1.792 -0.37 -0.388692 -0.225 -0.271911
1.794 -0.39 -0.409375 -0.24 -0.293074
1.797 -0.405 -0.43687 -0.26 -0.308498
1.8 -0.41 -0.465377 -0.28 -0.313998
1.803 -0.435 -0.493225 -0.3 -0.309915
1.806 -0.465 -0.519541 -0.345 -0.29473
1.808 -0.49 -0.537698 -0.375 -0.26375
1.811 -0.52 -0.536446 -0.345 -0.207377
1.814 -0.555 -0.505804 -0.26 -0.120513
1.817 -0.57 -0.437064 -0.125 -0.0100474
1.819 -0.525 -0.324184 0.025 0.100113
1.822 -0.405 -0.175997 0.145 0.193074
1.825 -0.25 -0.0165642 0.26 0.26443
1.828 -0.09 0.130329 0.375 0.315919
1.831 0.12 0.249418 0.505 0.347349
1.833 0.41 0.335234 0.635 0.357313
1.836 0.69 0.390235 0.705 0.341711
1.839 0.885 0.41527 0.61 0.300928
1.842 0.96 0.410242 0.32 0.238923
1.844 0.85 0.373977 -0.045 0.161919
1.847 0.52 0.305824 -0.25 0.0767064
1.85 0.05 0.210824 -0.27 -0.0107372
1.853 -0.32 0.0969712 -0.24 -0.0964792
1.856 -0.5 -0.0299183 -0.24 -0.177795
1.858 -0.505 -0.162138 -0.25 -0.246831
1.861 -0.445 -0.290395 -0.255 -0.295979
1.864 -0.415 -0.396965 -0.245 -0.317922
1.867 -0.395 -0.470613 -0.245 -0.311744
1.869 -0.39 -0.505013 -0.245 -0.287192
1.872 -0.395 -0.501698 -0.255 -0.262524
1.875 -0.39 -0.470152 -0.26 -0.252377
1.878 -0.395 -0.429462 -0.26 -0.253689
1.881 -0.405 -0.399742 -0.27 -0.256214
1.883 -0.395 -0.388493 -0.245 -0.256471
1.886 -0.405 -0.389255 -0.245 -0.256907
1.889 -0.39 -0.39431 -0.25 -0.258854
1.892 -0.395 -0.398369 -0.265 -0.262074
1.894 -0.395 -0.401306 -0.27 -0.263473
1.897 -0.41 -0.402189 -0.27 -0.263609
1.9 -0.405 -0.402955 -0.265 -0.263161
1.903 -0.4 -0.4034 -0.26 -0.264626
1.906 -0.4 -0.404853 -0.26 -0.267035
1.908 -0.415 -0.407153 -0.27 -0.26975
1.911 -0.405 -0.40997 -0.28 -0.272507
1.914 -0.42 -0.412108 -0.28 -0.272976
1.917 -0.415 -0.413426 -0.27 -0.271388
1.919 -0.405 -0.41347 -0.255 -0.269882
1.922 -0.405 -0.41441 -0.265 -0.270275
1.925 -0.42 -0.415261 -0.28 -0.271103
1.928 -0.42 -0.417141 -0.29 -0.27195
1.931 -0.435 -0.418308 -0.275 -0.271682
1.933 -0.42 -0.417736 -0.265 -0.269756
1.936 -0.41 -0.417256 -0.255 -0.268037
1.939 -0.41 -0.418821 -0.26 -0.266662
1.942 -0.405 -0.419217 -0.26 -0.26697
1.944 -0.425 -0.419657 -0.28 -0.267547
1.947 -0.43 -0.419367 -0.28 -0.26726
1.95 -0.42 -0.418055 -0.265 -0.265209
1.953 -0.415 -0.414742 -0.26 -0.263674
1.956 -0.41 -0.413112 -0.255 -0.264116
1.958 -0.41 -0.412313 -0.26 -0.267543
1.961 -0.425 -0.411883 -0.275 -0.269065
1.964 -0.42 -0.410647 -0.27 -0.269428
1.967 -0.4 -0.407769 -0.275 -0.268583
1.969 -0.395 -0.404585 -0.265 -0.268328
1.972 -0.4 -0.401497 -0.265 -0.269403
1.975 -0.4 -0.401084 -0.27 -0.271777
1.978 -0.395 -0.401808 -0.28 -0.273524
1.981 -0.415 -0.402816 -0.285 -0.27379
1.983 -0.405 -0.40296 -0.28 -0.274202
1.986 -0.39 -0.403388 -0.255 -0.274457
1.989 -0.4 -0.404611 -0.27 -0.275418
1.992 -0.4 -0.407777 -0.28 -0.278712
1.994 -0.415 -0.412017 -0.29 -0.280126
1.997 -0.425 -0.414518 -0.29 -0.281834
2 -0.425 -0.415387 -0.27 -0.282465
2.003 -0.415 -0.415371 -0.27 -0.283333
2.006 -0.415 -0.416299 -0.285 -0.284462
2.008 -0.41 -0.416615 -0.3 -0.287059
2.011 -0.425 -0.418477 -0.3 -0.290467
2.014 -0.425 -0.418748 -0.3 -0.292476
2.017 -0.42 -0.417102 -0.295 -0.292627
2.019 -0.415 -0.414967 -0.275 -0.293719
2.022 -0.4 -0.413338 -0.295 -0.296719
2.025 -0.4 -0.410972 -0.3 -0.301572
2.028 -0.41 -0.409897 -0.31 -0.306249
2.031 -0.425 -0.408764 -0.31 -0.30951
2.033 -0.41 -0.406227 -0.315 -0.312769
2.036 -0.405 -0.402958 -0.31 -0.316929
2.039 -0.395 -0.400418 -0.31 -0.323918
2.042 -0.4 -0.399354 -0.335 -0.331316
2.044 -0.4 -0.398714 -0.345 -0.338055
2.047 -0.405 -0.398266 -0.355 -0.343921
2.05 -0.385 -0.398027 -0.35 -0.347561
2.053 -0.4 -0.397358 -0.345 -0.353352
2.056 -0.39 -0.396754 -0.36 -0.359086
2.058 -0.39 -0.398043 -0.37 -0.366595
2.061 -0.4 -0.401103 -0.375 -0.372416
2.064 -0.415 -0.404053 -0.385 -0.377762
2.067 -0.405 -0.405433 -0.37 -0.381206
2.069 -0.405 -0.407056 -0.37 -0.384284
2.072 -0.41 -0.409088 -0.385 -0.389
2.075 -0.415 -0.412424 -0.4 -0.39399
2.078 -0.42 -0.416097 -0.415 -0.39923
2.081 -0.42 -0.417973 -0.405 -0.403112
2.083 -0.425 -0.42041 -0.41 -0.405021
2.086 -0.415 -0.421322 -0.39 -0.407963
2.089 -0.415 -0.421605 -0.405 -0.411234
2.092 -0.41 -0.422605 -0.41 -0.414055
2.094 -0.435 -0.425284 -0.425 -0.415902
2.097 -0.43 -0.426162 -0.42 -0.414683
2.1 -0.435 -0.42611 -0.41 -0.411319
2.103 -0.42 -0.426015 -0.405 -0.406845
2.106 -0.42 -0.425649 -0.4 -0.401836
2.108 -0.42 -0.425127 -0.4 -0.396527
2.111 -0.42 -0.422908 -0.405 -0.388176
2.114 -0.425 -0.419547 -0.385 -0.378408
2.117 -0.425 -0.413444 -0.365 -0.364513
2.119 -0.415 -0.40587 -0.345 -0.350726
2.122 -0.395 -0.397193 -0.335 -0.337275
2.125 -0.395 -0.389606 -0.325 -0.323929
2.128 -0.39 -0.382022 -0.31 -0.309683
2.131 -0.375 -0.374227 -0.295 -0.294353
2.133 -0.36 -0.364454 -0.275 -0.278888
2.136 -0.34 -0.355067 -0.255 -0.263648
2.139 -0.335 -0.346254 -0.25 -0.2518
2.142 -0.33 -0.338218 -0.24 -0.242488
2.144 -0.335 -0.331353 -0.245 -0.233321
2.147 -0.335 -0.325788 -0.23 -0.225121
2.15 -0.325 -0.320469 -0.205 -0.21718
2.153 -0.32 -0.315397 -0.2 -0.211618
2.156 -0.305 -0.311968 -0.2 -0.208189
2.158 -0.305 -0.309729 -0.205 -0.206476
2.161 -0.315 -0.30914 -0.21 -0.203655
2.164 -0.31 -0.3083 -0.22 -0.201046
2.167 -0.305 -0.306314 -0.195 -0.198364
2.169 -0.3 -0.304554 -0.19 -0.197432
2.172 -0.3 -0.303068 -0.2 -0.196889
2.175 -0.3 -0.303893 -0.2 -0.198995
2.178 -0.31 -0.305758 -0.21 -0.199964
2.181 -0.31 -0.307408 -0.2 -0.199413
2.183 -0.31 -0.308176 -0.19 -0.197499
2.186 -0.315 -0.308063 -0.175 -0.195838
2.189 -0.3 -0.309411 -0.2 -0.195425
2.192 -0.305 -0.31104 -0.205 -0.19612
2.194 -0.315 -0.313243 -0.21 -0.197445
2.197 -0.32 -0.313707 -0.2 -0.197136
2.2 -0.325 -0.312759 -0.2 -0.195038
2.203 -0.31 -0.31167 -0.18 -0.19407
2.206 -0.305 -0.311353 -0.19 -0.193921
2.208 -0.305 -0.311742 -0.19 -0.195026
2.211 -0.32 -0.312246 -0.205 -0.196219
2.214 -0.325 -0.312551 -0.205 -0.195868
2.217 -0.305 -0.312115 -0.195 -0.19389
2.219 -0.31 -0.311445 -0.185 -0.194957
2.222 -0.295 -0.312226 -0.19 -0.196737
2.225 -0.31 -0.314345 -0.19 -0.199385
2.228 -0.325 -0.317455 -0.21 -0.20144
2.231 -0.33 -0.320966 -0.21 -0.203303
2.233 -0.32 -0.323383 -0.205 -0.203991
2.236 -0.32 -0.32433 -0.205 -0.205098
2.239 -0.32 -0.326268 -0.2 -0.207502
2.242 -0.325 -0.329503 -0.215 -0.210688
2.244 -0.35 -0.333269 -0.225 -0.212682
2.247 -0.35 -0.335556 -0.21 -0.213187
2.25 -0.34 -0.338483 -0.21 -0.213485
2.253 -0.335 -0.339261 -0.21 -0.214652
2.256 -0.33 -0.341314 -0.215 -0.216616
2.258 -0.335 -0.344387 -0.225 -0.220538
2.261 -0.34 -0.348119 -0.225 -0.223089
2.264 -0.36 -0.349554 -0.23 -0.224549
2.267 -0.35 -0.35077 -0.21 -0.225704
2.269 -0.35 -0.350379 -0.21 -0.226425
2.272 -0.355 -0.350039 -0.23 -0.228477
2.275 -0.36 -0.352434 -0.25 -0.232787
2.278 -0.355 -0.354532 -0.25 -0.234662
2.281 -0.365 -0.356147 -0.245 -0.234954
2.283 -0.355 -0.355784 -0.23 -0.23492
2.286 -0.35 -0.354403 -0.215 -0.234632
2.289 -0.34 -0.354032 -0.23 -0.235346
2.292 -0.355 -0.354385 -0.24 -0.236563
2.294 -0.35 -0.35574 -0.245 -0.237533
2.297 -0.365 -0.356791 -0.245 -0.23633
2.3 -0.365 -0.357334 -0.24 -0.234984
2.303 -0.35 -0.357383 -0.215 -0.233212
2.306 -0.355 -0.358941 -0.225 -0.234838
2.308 -0.35 -0.360621 -0.24 -0.23713
2.311 -0.37 -0.36396 -0.24 -0.238009
2.314 -0.38 -0.366193 -0.245 -0.237246
2.317 -0.37 -0.367444 -0.24 -0.234635
2.319 -0.36 -0.365971 -0.23 -0.232319
2.322 -0.365 -0.365673 -0.235 -0.233557
2.325 -0.36 -0.365896 -0.24 -0.235673
2.328 -0.365 -0.366482 -0.23 -0.236731
2.331 -0.38 -0.36694 -0.25 -0.238223
2.333 -0.37 -0.364707 -0.225 -0.236762
2.336 -0.365 -0.361852 -0.215 -0.235484
2.339 -0.35 -0.358792 -0.23 -0.235709
2.342 -0.35 -0.357408 -0.24 -0.235747
2.344 -0.35 -0.357081 -0.25 -0.236656
2.347 -0.37 -0.356432 -0.265 -0.236342
2.35 -0.365 -0.354049 -0.23 -0.234575
2.353 -0.345 -0.352138 -0.22 -0.23353
2.356 -0.345 -0.352483 -0.235 -0.233225
2.358 -0.34 -0.352844 -0.225 -0.232074
2.361 -0.355 -0.355042 -0.235 -0.232458
2.364 -0.365 -0.356688 -0.235 -0.231085
2.367 -0.36 -0.358374 -0.225 -0.228171
2.369 -0.355 -0.358481 -0.225 -0.22603
2.372 -0.355 -0.359246 -0.215 -0.225564
2.375 -0.355 -0.360572 -0.225 -0.226125
2.378 -0.375 -0.362367 -0.235 -0.227347
2.381 -0.385 -0.364572 -0.23 -0.225881
2.383 -0.355 -0.364825 -0.225 -0.22438
2.386 -0.36 -0.364245 -0.225 -0.223978
2.389 -0.355 -0.362659 -0.225 -0.224207
2.392 -0.36 -0.362927 -0.225 -0.225734
2.394 -0.36 -0.362833 -0.23 -0.226883
2.397 -0.37 -0.36111 -0.23 -0.227252
2.4 -0.36 -0.357488 -0.215 -0.226858
2.403 -0.345 -0.353124 -0.21 -0.225685
2.406 -0.355 -0.348568 -0.225 -0.226541
2.408 -0.345 -0.344765 -0.24 -0.22786
2.411 -0.345 -0.341899 -0.235 -0.228016
2.414 -0.345 -0.335884 -0.24 -0.227927
2.417 -0.34 -0.329544 -0.225 -0.226232
2.419 -0.31 -0.322689 -0.215 -0.224613
2.422 -0.305 -0.316419 -0.22 -0.223521
2.425 -0.305 -0.310422 -0.22 -0.222448
2.428 -0.31 -0.3056 -0.23 -0.219974
2.431 -0.305 -0.29916 -0.23 -0.216474
2.433 -0.29 -0.291708 -0.205 -0.211672
2.436 -0.285 -0.285139 -0.2 -0.208243
2.439 -0.275 -0.278875 -0.205 -0.207032
2.442 -0.28 -0.274979 -0.195 -0.20685
2.444 -0.28 -0.272077 -0.21 -0.204635
2.447 -0.275 -0.270137 -0.205 -0.201255
2.45 -0.265 -0.267115 -0.19 -0.195724
2.453 -0.255 -0.265065 -0.185 -0.191234
2.456 -0.245 -0.263635 -0.2 -0.187744
2.458 -0.26 -0.264088 -0.195 -0.186536
2.461 -0.265 -0.265915 -0.2 -0.18467
2.464 -0.275 -0.267831 -0.19 -0.180616
2.467 -0.28 -0.270273 -0.17 -0.175639
2.469 -0.265 -0.270294 -0.14 -0.171715
2.472 -0.27 -0.26964 -0.165 -0.168547
2.475 -0.275 -0.268159 -0.165 -0.169397
2.478 -0.28 -0.268009 -0.185 -0.170521
2.481 -0.275 -0.266496 -0.18 -0.170788
2.483 -0.28 -0.265333 -0.17 -0.170615
2.486 -0.275 -0.264072 -0.15 -0.17261
2.489 -0.265 -0.265706 -0.165 -0.17643
2.492 -0.255 -0.270172 -0.18 -0.182692
2.494 -0.24 -0.277823 -0.2 -0.188318
2.497 -0.26 -0.287059 -0.21 -0.192077
2.5 -0.28 -0.29583 -0.21 -0.193292
2.503 -0.31 -0.305655 -0.185 -0.195788
2.506 -0.31 -0.316486 -0.19 -0.198965
2.508 -0.345 -0.329111 -0.2 -0.204106
2.511 -0.36 -0.341554 -0.215 -0.208656
2.514 -0.38 -0.354188 -0.22 -0.210778
2.517 -0.385 -0.365377 -0.21 -0.210554
2.519 -0.38 -0.374452 -0.195 -0.210909
2.522 -0.37 -0.381793 -0.205 -0.211973
2.525 -0.375 -0.387077 -0.22 -0.214673
2.528 -0.385 -0.390252 -0.225 -0.217563
2.531 -0.39 -0.390788 -0.23 -0.220502
2.533 -0.395 -0.390989 -0.22 -0.220642
2.536 -0.385 -0.388233 -0.21 -0.220029
2.539 -0.385 -0.387699 -0.21 -0.221142
2.542 -0.385 -0.387963 -0.23 -0.222627
2.544 -0.395 -0.38997 -0.235 -0.223954
2.547 -0.405 -0.39128 -0.23 -0.223957
2.55 -0.4 -0.39133 -0.225 -0.221388
2.553 -0.375 -0.389201 -0.215 -0.219018
2.556 -0.375 -0.387926 -0.22 -0.218452
2.558 -0.39 -0.387478 -0.22 -0.219647
2.561 -0.395 -0.389784 -0.23 -0.222509
2.564 -0.415 -0.394237 -0.24 -0.225853
2.567 -0.405 -0.399743 -0.22 -0.231749
2.569 -0.4 -0.404356 -0.225 -0.243191
2.572 -0.39 -0.41027 -0.235 -0.262833
2.575 -0.405 -0.422435 -0.25 -0.288104
2.578 -0.425 -0.442149 -0.28 -0.314506
2.581 -0.46 -0.467355 -0.305 -0.337622
2.583 -0.475 -0.494698 -0.325 -0.353965
2.586 -0.505 -0.522045 -0.345 -0.363253
2.589 -0.51 -0.549382 -0.375 -0.36405
2.592 -0.525 -0.574696 -0.415 -0.354447
2.594 -0.54 -0.598253 -0.425 -0.332308
2.597 -0.6 -0.610149 -0.385 -0.290186
2.6 -0.645 -0.599765 -0.295 -0.222303
2.603 -0.63 -0.557439 -0.18 -0.124114
2.606 -0.575 -0.479627 -0.065 -0.00762832
2.608 -0.495 -0.362767 0.035 0.104369
2.611 -0.385 -0.215538 0.13 0.195789
2.614 -0.27 -0.0553612 0.24 0.264032
2.617 -0.115 0.0928555 0.37 0.310889
2.619 0.09 0.213846 0.495 0.334756
2.622 0.37 0.302249 0.61 0.331198
2.625 0.635 0.357813 0.655 0.303091
2.628 0.81 0.380284 0.545 0.256232
2.631 0.86 0.370075 0.23 0.194353
2.633 0.77 0.33078 -0.105 0.122043
2.636 0.475 0.265427 -0.28 0.0425024
2.639 0.065 0.176438 -0.285 -0.0410069
2.642 -0.305 0.0683066 -0.255 -0.122708
2.644 -0.5 -0.0526577 -0.255 -0.197664
2.647 -0.52 -0.178678 -0.26 -0.25787
2.65 -0.475 -0.298898 -0.23 -0.298329
2.653 -0.41 -0.398521 -0.22 -0.31362
2.656 -0.39 -0.467468 -0.245 -0.303531
2.658 -0.39 -0.501193 -0.255 -0.278176
2.661 -0.4 -0.50112 -0.26 -0.255178
2.664 -0.41 -0.472895 -0.25 -0.245214
2.667 -0.405 -0.433908 -0.235 -0.245634
2.669 -0.385 -0.402842 -0.245 -0.248042
2.672 -0.39 -0.389323 -0.245 -0.250338
2.675 -0.395 -0.390306 -0.26 -0.252847
2.678 -0.405 -0.395124 -0.265 -0.256299
2.681 -0.41 -0.399599 -0.265 -0.256451
2.683 -0.405 -0.401325 -0.26 -0.255038
2.686 -0.4 -0.401697 -0.24 -0.25516
2.689 -0.39 -0.401502 -0.245 -0.256522
2.692 -0.395 -0.403148 -0.26 -0.259369
2.694 -0.41 -0.405485 -0.27 -0.261479
2.697 -0.415 -0.406855 -0.27 -0.260505
2.7 -0.41 -0.405953 -0.255 -0.259614
2.703 -0.395 -0.404487 -0.255 -0.259176
2.706 -0.405 -0.403047 -0.25 -0.259872
2.708 -0.41 -0.402239 -0.265 -0.26144
2.711 -0.405 -0.402252 -0.27 -0.262483
2.714 -0.405 -0.401953 -0.27 -0.262491
2.717 -0.41 -0.400644 -0.265 -0.260283
2.719 -0.39 -0.398588 -0.25 -0.25879
2.722 -0.385 -0.397025 -0.245 -0.258416
2.725 -0.39 -0.396842 -0.265 -0.259068
2.728 -0.395 -0.397808 -0.27 -0.259523
2.731 -0.4 -0.398947 -0.26 -0.258926
2.733 -0.4 -0.397839 -0.255 -0.256999
2.736 -0.4 -0.3966 -0.245 -0.255309
2.739 -0.395 -0.396337 -0.25 -0.255252
2.742 -0.395 -0.396213 -0.26 -0.256268
2.744 -0.405 -0.39668 -0.27 -0.257661
2.747 -0.405 -0.396827 -0.26 -0.258173
2.75 -0.4 -0.394995 -0.255 -0.258329
2.753 -0.395 -0.392736 -0.25 -0.258562
2.756 -0.385 -0.391308 -0.255 -0.26084
2.758 -0.375 -0.390554 -0.255 -0.262651
2.761 -0.385 -0.38981 -0.275 -0.263205
2.764 -0.395 -0.38832 -0.27 -0.263496
2.767 -0.39 -0.386474 -0.265 -0.262589
2.769 -0.385 -0.385021 -0.26 -0.262143
2.772 -0.375 -0.383805 -0.26 -0.26256
2.775 -0.385 -0.385142 -0.275 -0.263173
2.778 -0.395 -0.385789 -0.27 -0.263702
2.781 -0.395 -0.385737 -0.26 -0.263509
2.783 -0.385 -0.385206 -0.245 -0.262265
2.786 -0.375 -0.385314 -0.255 -0.261226
2.789 -0.375 -0.384101 -0.265 -0.260744
2.792 -0.385 -0.384006 -0.265 -0.261811
2.794 -0.395 -0.384223 -0.27 -0.262998
2.797 -0.39 -0.383684 -0.265 -0.2634
2.8 -0.39 -0.383678 -0.26 -0.264783
2.803 -0.365 -0.382975 -0.27 -0.267107
2.806 -0.375 -0.382586 -0.265 -0.271144
2.808 -0.385 -0.382886 -0.27 -0.274964
2.811 -0.395 -0.383383 -0.28 -0.277877
2.814 -0.38 -0.38296 -0.285 -0.27939
2.817 -0.385 -0.381182 -0.28 -0.282288
2.819 -0.375 -0.379461 -0.285 -0.287475
2.822 -0.38 -0.380047 -0.29 -0.29312
2.825 -0.39 -0.380815 -0.31 -0.297089
2.828 -0.38 -0.381008 -0.305 -0.30125
2.831 -0.375 -0.380847 -0.3 -0.304456
2.833 -0.375 -0.378714 -0.3 -0.309019
2.836 -0.375 -0.377278 -0.31 -0.314565
2.839 -0.375 -0.377674 -0.325 -0.321121
2.842 -0.38 -0.379482 -0.34 -0.327538
2.844 -0.39 -0.378867 -0.34 -0.333741
2.847 -0.39 -0.379187 -0.325 -0.339296
2.85 -0.365 -0.378267 -0.32 -0.344743
2.853 -0.37 -0.378808 -0.355 -0.350907
2.856 -0.375 -0.380096 -0.36 -0.358658
2.858 -0.385 -0.381278 -0.38 -0.365312
2.861 -0.39 -0.381329 -0.385 -0.370469
2.864 -0.39 -0.380157 -0.375 -0.373884
2.867 -0.375 -0.378524 -0.365 -0.377486
2.869 -0.365 -0.377826 -0.375 -0.381656
2.872 -0.385 -0.377579 -0.385 -0.385596
2.875 -0.38 -0.379228 -0.39 -0.388702
2.878 -0.39 -0.381206 -0.395 -0.388176
2.881 -0.375 -0.380608 -0.385 -0.384282
2.883 -0.375 -0.379438 -0.375 -0.380896
2.886 -0.365 -0.379699 -0.375 -0.376487
2.889 -0.37 -0.38068 -0.375 -0.371911
2.892 -0.385 -0.381921 -0.38 -0.365834
2.894 -0.395 -0.382296 -0.365 -0.357344
2.897 -0.385 -0.379969 -0.345 -0.346631
2.9 -0.385 -0.375225 -0.335 -0.33468
2.903 -0.37 -0.371571 -0.315 -0.322849
2.906 -0.365 -0.36788 -0.31 -0.310932
2.908 -0.37 -0.364367 -0.305 -0.300601
2.911 -0.375 -0.357723 -0.29 -0.287957
2.914 -0.35 -0.350664 -0.27 -0.274176
2.917 -0.335 -0.342656 -0.255 -0.262484
2.919 -0.32 -0.33407 -0.25 -0.25261
2.922 -0.315 -0.326536 -0.245 -0.245217
2.925 -0.32 -0.32057 -0.235 -0.238096
2.928 -0.325 -0.313658 -0.235 -0.231549
2.931 -0.315 -0.307045 -0.225 -0.225834
2.933 -0.295 -0.30031 -0.22 -0.219601
2.936 -0.285 -0.294539 -0.195 -0.21534
2.939 -0.3 -0.290969 -0.215 -0.213191
2.942 -0.295 -0.290142 -0.23 -0.210575
2.944 -0.285 -0.288372 -0.215 -0.206919
2.947 -0.285 -0.286522 -0.205 -0.203272
2.95 -0.28 -0.28382 -0.195 -0.200901
2.953 -0.27 -0.282878 -0.2 -0.200726
2.956 -0.28 -0.283699 -0.195 -0.199802
2.958 -0.29 -0.285945 -0.195 -0.199024
2.961 -0.295 -0.28841 -0.205 -0.197249
2.964 -0.295 -0.28841 -0.195 -0.195445
2.967 -0.29 -0.287406 -0.18 -0.192553
2.969 -0.28 -0.288428 -0.19 -0.191711
2.972 -0.29 -0.290013 -0.205 -0.194552
2.975 -0.295 -0.291089 -0.21 -0.195641
2.978 -0.31 -0.292739 -0.205 -0.197293
2.981 -0.295 -0.292774 -0.18 -0.197442
2.983 -0.285 -0.291577 -0.185 -0.198106
2.986 -0.28 -0.291227 -0.19 -0.19866
