Time MLII[mV] V5[mV]
2.775 -0.380 -0.090
2.778 -0.390 -0.100
2.781 -0.400 -0.105
2.783 -0.395 -0.100
2.786 -0.380 -0.100
2.789 -0.375 -0.095
2.792 -0.385 -0.100
2.794 -0.415 -0.110
2.797 -0.420 -0.115
2.800 -0.420 -0.115
2.803 -0.425 -0.105
2.806 -0.415 -0.095
2.808 -0.405 -0.095
2.811 -0.410 -0.100
2.814 -0.425 -0.115
2.817 -0.430 -0.115
2.819 -0.410 -0.110
2.822 -0.395 -0.105
2.825 -0.400 -0.115
2.828 -0.420 -0.140
2.831 -0.425 -0.140
2.833 -0.435 -0.135
2.836 -0.450 -0.125
2.839 -0.455 -0.110
2.842 -0.465 -0.105
2.844 -0.450 -0.125
2.847 -0.410 -0.135
2.850 -0.265 -0.135
2.853 -0.025 -0.105
2.856 0.205 -0.100
2.858 0.460 -0.110
2.861 0.715 -0.135
2.864 0.975 -0.170
2.867 1.095 -0.190
2.869 1.010 -0.205
2.872 0.755 -0.210
2.875 0.460 -0.215
2.878 0.190 -0.210
2.881 -0.050 -0.180
2.883 -0.185 -0.135
2.886 -0.225 -0.085
2.889 -0.250 -0.060
2.892 -0.280 -0.060
2.894 -0.325 -0.075
2.897 -0.350 -0.090
2.900 -0.355 -0.090
2.903 -0.350 -0.075
2.906 -0.365 -0.075
2.908 -0.385 -0.075
2.911 -0.425 -0.080
2.914 -0.445 -0.090
2.917 -0.445 -0.090
2.919 -0.455 -0.095
2.922 -0.450 -0.090
2.925 -0.455 -0.090
2.928 -0.480 -0.090
2.931 -0.495 -0.100
2.933 -0.485 -0.100
2.936 -0.475 -0.085
2.939 -0.470 -0.085
2.942 -0.470 -0.080
2.944 -0.480 -0.095
2.947 -0.505 -0.115
2.950 -0.500 -0.130
2.953 -0.490 -0.130
2.956 -0.480 -0.130
2.958 -0.495 -0.130
2.961 -0.500 -0.130
2.964 -0.490 -0.140
2.967 -0.490 -0.135
2.969 -0.475 -0.135
2.972 -0.465 -0.130
2.975 -0.475 -0.135
2.978 -0.475 -0.140
2.981 -0.485 -0.135
2.983 -0.490 -0.135
2.986 -0.480 -0.120
2.989 -0.475 -0.115
2.992 -0.465 -0.105
2.994 -0.475 -0.095
2.997 -0.490 -0.090
3.000 -0.475 -0.085
3.003 -0.465 -0.075
3.006 -0.475 -0.075
3.008 -0.485 -0.070
3.011 -0.485 -0.075
3.014 -0.485 -0.070
3.017 -0.475 -0.075
3.019 -0.470 -0.065
3.022 -0.465 -0.070
3.025 -0.475 -0.065
3.028 -0.475 -0.075
3.031 -0.480 -0.085
3.033 -0.470 -0.085
3.036 -0.475 -0.085
3.039 -0.460 -0.105
3.042 -0.460 -0.105
3.044 -0.465 -0.105
3.047 -0.485 -0.110
3.050 -0.475 -0.100
3.053 -0.470 -0.100
3.056 -0.455 -0.100
3.058 -0.465 -0.095
3.061 -0.455 -0.100
3.064 -0.460 -0.100
3.067 -0.460 -0.100
3.069 -0.455 -0.095
3.072 -0.435 -0.105
3.075 -0.435 -0.115
3.078 -0.430 -0.135
3.081 -0.435 -0.140
3.083 -0.435 -0.140
3.086 -0.415 -0.130
3.089 -0.410 -0.130
3.092 -0.400 -0.130
3.094 -0.395 -0.130
3.097 -0.410 -0.130
3.100 -0.400 -0.140
3.103 -0.380 -0.125
3.106 -0.355 -0.130
3.108 -0.355 -0.120
3.111 -0.375 -0.120
3.114 -0.355 -0.125
3.117 -0.345 -0.115
3.119 -0.320 -0.105
3.122 -0.305 -0.100
3.125 -0.290 -0.090
3.128 -0.290 -0.090
3.131 -0.280 -0.105
3.133 -0.275 -0.095
3.136 -0.255 -0.095
3.139 -0.235 -0.090
3.142 -0.235 -0.090
3.144 -0.235 -0.095
3.147 -0.245 -0.090
3.150 -0.240 -0.095
3.153 -0.210 -0.100
3.156 -0.195 -0.115
3.158 -0.180 -0.115
3.161 -0.190 -0.120
3.164 -0.195 -0.140
3.167 -0.190 -0.135
3.169 -0.185 -0.120
3.172 -0.175 -0.120
3.175 -0.170 -0.120
3.178 -0.180 -0.120
3.181 -0.185 -0.135
3.183 -0.175 -0.135
3.186 -0.190 -0.135
3.189 -0.190 -0.130
3.192 -0.195 -0.125
3.194 -0.210 -0.140
3.197 -0.235 -0.165
3.200 -0.260 -0.155
3.203 -0.255 -0.160
3.206 -0.255 -0.145
3.208 -0.270 -0.155
3.211 -0.295 -0.160
3.214 -0.320 -0.165
3.217 -0.335 -0.160
3.219 -0.345 -0.140
3.222 -0.325 -0.130
3.225 -0.330 -0.125
3.228 -0.355 -0.140
3.231 -0.370 -0.145
3.233 -0.370 -0.135
3.236 -0.375 -0.125
3.239 -0.365 -0.100
3.242 -0.375 -0.085
3.244 -0.380 -0.100
3.247 -0.390 -0.100
3.250 -0.410 -0.100
3.253 -0.405 -0.085
3.256 -0.405 -0.085
3.258 -0.395 -0.090
3.261 -0.410 -0.090
3.264 -0.420 -0.090
3.267 -0.420 -0.090
3.269 -0.410 -0.085
3.272 -0.390 -0.090
3.275 -0.395 -0.095
3.278 -0.405 -0.090
3.281 -0.415 -0.105
3.283 -0.420 -0.105
3.286 -0.415 -0.110
3.289 -0.410 -0.115
3.292 -0.415 -0.120
3.294 -0.420 -0.110
3.297 -0.425 -0.115
3.300 -0.425 -0.110
3.303 -0.425 -0.105
3.306 -0.400 -0.105
3.308 -0.405 -0.115
3.311 -0.415 -0.110
3.314 -0.425 -0.110
3.317 -0.420 -0.110
3.319 -0.420 -0.120
3.322 -0.420 -0.130
3.325 -0.430 -0.135
3.328 -0.430 -0.145
3.331 -0.430 -0.155
3.333 -0.430 -0.140
3.336 -0.405 -0.140
3.339 -0.405 -0.145
3.342 -0.405 -0.145
3.344 -0.415 -0.150
3.347 -0.430 -0.145
3.350 -0.420 -0.130
3.353 -0.415 -0.140
3.356 -0.410 -0.145
3.358 -0.400 -0.145
3.361 -0.415 -0.135
3.364 -0.415 -0.125
3.367 -0.415 -0.115
3.369 -0.410 -0.105
3.372 -0.390 -0.105
3.375 -0.390 -0.110
3.378 -0.400 -0.100
3.381 -0.410 -0.105
3.383 -0.415 -0.095
3.386 -0.395 -0.090
3.389 -0.385 -0.100
3.392 -0.390 -0.100
3.394 -0.405 -0.095
3.397 -0.395 -0.105
3.400 -0.400 -0.105
3.403 -0.385 -0.105
3.406 -0.380 -0.115
3.408 -0.390 -0.125
3.411 -0.400 -0.125
3.414 -0.415 -0.130
3.417 -0.410 -0.130
3.419 -0.400 -0.125
3.422 -0.400 -0.130
3.425 -0.410 -0.125
3.428 -0.420 -0.130
3.431 -0.405 -0.130
3.433 -0.410 -0.125
3.436 -0.400 -0.125
3.439 -0.400 -0.125
3.442 -0.395 -0.145
3.444 -0.400 -0.145
3.447 -0.415 -0.155
3.450 -0.420 -0.150
3.453 -0.415 -0.140
3.456 -0.410 -0.145
3.458 -0.420 -0.155
3.461 -0.420 -0.155
3.464 -0.420 -0.155
3.467 -0.430 -0.145
3.469 -0.415 -0.155
3.472 -0.395 -0.155
3.475 -0.400 -0.155
3.478 -0.405 -0.135
3.481 -0.420 -0.140
3.483 -0.435 -0.125
3.486 -0.425 -0.130
3.489 -0.420 -0.110
3.492 -0.415 -0.110
3.494 -0.405 -0.115
3.497 -0.410 -0.120
3.500 -0.430 -0.100
3.503 -0.430 -0.095
3.506 -0.395 -0.100
3.508 -0.410 -0.095
3.511 -0.420 -0.105
3.514 -0.425 -0.110
3.517 -0.415 -0.125
3.519 -0.405 -0.110
3.522 -0.410 -0.105
3.525 -0.405 -0.115
3.528 -0.415 -0.115
3.531 -0.415 -0.130
3.533 -0.415 -0.135
3.536 -0.405 -0.125
3.539 -0.385 -0.125
3.542 -0.410 -0.120
3.544 -0.420 -0.130
3.547 -0.430 -0.130
3.550 -0.420 -0.135
3.553 -0.410 -0.135
3.556 -0.400 -0.115
3.558 -0.405 -0.125
3.561 -0.420 -0.130
3.564 -0.420 -0.155
3.567 -0.430 -0.150
3.569 -0.415 -0.160
3.572 -0.400 -0.155
3.575 -0.410 -0.150
3.578 -0.405 -0.160
3.581 -0.405 -0.160
3.583 -0.415 -0.160
3.586 -0.400 -0.160
3.589 -0.410 -0.150
3.592 -0.410 -0.150
3.594 -0.420 -0.160
3.597 -0.410 -0.155
3.600 -0.405 -0.150
3.603 -0.390 -0.145
3.606 -0.375 -0.135
3.608 -0.375 -0.130
3.611 -0.375 -0.125
3.614 -0.375 -0.110
3.617 -0.375 -0.110
3.619 -0.365 -0.110
3.622 -0.345 -0.095
3.625 -0.345 -0.100
3.628 -0.350 -0.100
3.631 -0.375 -0.105
3.633 -0.370 -0.115
3.636 -0.335 -0.105
3.639 -0.290 -0.095
3.642 -0.270 -0.095
3.644 -0.250 -0.105
3.647 -0.235 -0.115
3.650 -0.225 -0.125
3.653 -0.225 -0.120
3.656 -0.225 -0.125
3.658 -0.245 -0.135
3.661 -0.245 -0.130
3.664 -0.260 -0.145
3.667 -0.270 -0.145
3.669 -0.275 -0.135
3.672 -0.270 -0.130
3.675 -0.275 -0.130
3.678 -0.290 -0.140
3.681 -0.310 -0.160
3.683 -0.315 -0.170
3.686 -0.320 -0.155
3.689 -0.320 -0.160
3.692 -0.330 -0.155
3.694 -0.355 -0.175
3.697 -0.380 -0.185
3.700 -0.390 -0.175
3.703 -0.395 -0.180
3.706 -0.385 -0.175
3.708 -0.400 -0.170
3.711 -0.400 -0.180
3.714 -0.420 -0.180
3.717 -0.435 -0.180
3.719 -0.425 -0.175
3.722 -0.410 -0.170
3.725 -0.420 -0.150
3.728 -0.420 -0.155
3.731 -0.430 -0.155
3.733 -0.435 -0.150
3.736 -0.430 -0.140
3.739 -0.415 -0.130
3.742 -0.425 -0.135
3.744 -0.435 -0.130
3.747 -0.440 -0.140
3.750 -0.425 -0.130
3.753 -0.430 -0.125
3.756 -0.420 -0.120
3.758 -0.410 -0.120
3.761 -0.420 -0.120
3.764 -0.430 -0.140
3.767 -0.455 -0.135
3.769 -0.460 -0.140
3.772 -0.470 -0.140
3.775 -0.490 -0.140
3.778 -0.475 -0.145
3.781 -0.415 -0.145
3.783 -0.270 -0.145
3.786 -0.045 -0.140
3.789 0.180 -0.140
3.792 0.430 -0.135
3.794 0.720 -0.155
3.797 0.980 -0.180
3.800 1.100 -0.210
3.803 1.040 -0.250
3.806 0.790 -0.290
3.808 0.480 -0.300
3.811 0.175 -0.290
3.814 -0.075 -0.260
3.817 -0.230 -0.230
3.819 -0.280 -0.180
3.822 -0.305 -0.170
3.825 -0.355 -0.180
3.828 -0.380 -0.190
3.831 -0.395 -0.180
3.833 -0.395 -0.180
3.836 -0.395 -0.170
3.839 -0.400 -0.180
3.842 -0.430 -0.190
3.844 -0.455 -0.180
3.847 -0.470 -0.175
3.850 -0.485 -0.175
3.853 -0.485 -0.165
3.856 -0.485 -0.165
3.858 -0.505 -0.160
3.861 -0.510 -0.150
3.864 -0.505 -0.145
3.867 -0.515 -0.125
3.869 -0.500 -0.130
3.872 -0.490 -0.130
3.875 -0.490 -0.135
3.878 -0.495 -0.135
3.881 -0.510 -0.130
3.883 -0.525 -0.130
3.886 -0.510 -0.115
3.889 -0.490 -0.140
3.892 -0.490 -0.145
3.894 -0.485 -0.150
3.897 -0.490 -0.140
3.900 -0.505 -0.145
3.903 -0.500 -0.150
3.906 -0.485 -0.140
3.908 -0.490 -0.145
3.911 -0.490 -0.150
3.914 -0.495 -0.165
3.917 -0.485 -0.160
3.919 -0.485 -0.145
3.922 -0.485 -0.160
3.925 -0.485 -0.160
3.928 -0.490 -0.175
3.931 -0.490 -0.160
3.933 -0.485 -0.150
3.936 -0.470 -0.155
3.939 -0.470 -0.175
3.942 -0.480 -0.180
3.944 -0.475 -0.190
3.947 -0.490 -0.190
3.950 -0.490 -0.170
3.953 -0.470 -0.160
3.956 -0.455 -0.180
3.958 -0.450 -0.185
3.961 -0.455 -0.200
3.964 -0.460 -0.185
3.967 -0.470 -0.170
3.969 -0.460 -0.170
3.972 -0.455 -0.165
3.975 -0.445 -0.175
3.978 -0.465 -0.185
3.981 -0.470 -0.170
3.983 -0.460 -0.150
3.986 -0.450 -0.145
3.989 -0.430 -0.140
3.992 -0.435 -0.155
3.994 -0.425 -0.150
3.997 -0.430 -0.145
4.000 -0.435 -0.135
4.003 -0.430 -0.125
4.006 -0.420 -0.130
4.008 -0.420 -0.150
4.011 -0.420 -0.150
4.014 -0.425 -0.150
4.017 -0.410 -0.135
4.019 -0.390 -0.145
4.022 -0.375 -0.150
4.025 -0.380 -0.160
4.028 -0.370 -0.160
4.031 -0.370 -0.170
4.033 -0.380 -0.160
4.036 -0.370 -0.160
4.039 -0.355 -0.165
4.042 -0.345 -0.165
4.044 -0.355 -0.185
4.047 -0.345 -0.175
4.050 -0.340 -0.180
4.053 -0.315 -0.175
4.056 -0.300 -0.180
4.058 -0.295 -0.195
4.061 -0.280 -0.200
4.064 -0.280 -0.210
4.067 -0.270 -0.210
4.069 -0.250 -0.195
4.072 -0.245 -0.210
4.075 -0.245 -0.225
4.078 -0.235 -0.215
4.081 -0.230 -0.220
4.083 -0.235 -0.210
4.086 -0.225 -0.190
4.089 -0.205 -0.200
4.092 -0.195 -0.200
4.094 -0.195 -0.215
4.097 -0.195 -0.215
4.100 -0.200 -0.205
4.103 -0.180 -0.185
4.106 -0.170 -0.185
4.108 -0.170 -0.190
4.111 -0.170 -0.205
4.114 -0.185 -0.200
4.117 -0.185 -0.195
4.119 -0.175 -0.155
4.122 -0.165 -0.150
4.125 -0.165 -0.155
4.128 -0.180 -0.175
4.131 -0.180 -0.195
4.133 -0.185 -0.165
4.136 -0.195 -0.155
4.139 -0.205 -0.150
4.142 -0.230 -0.145
4.144 -0.240 -0.170
4.147 -0.245 -0.190
4.150 -0.265 -0.175
4.153 -0.270 -0.155
4.156 -0.270 -0.165
4.158 -0.285 -0.170
4.161 -0.305 -0.185
4.164 -0.315 -0.185
4.167 -0.315 -0.175
4.169 -0.315 -0.155
4.172 -0.310 -0.150
4.175 -0.315 -0.160
4.178 -0.320 -0.180
4.181 -0.335 -0.185
4.183 -0.340 -0.180
4.186 -0.340 -0.160
4.189 -0.335 -0.165
4.192 -0.340 -0.180
4.194 -0.345 -0.195
4.197 -0.360 -0.220
4.200 -0.365 -0.200
4.203 -0.355 -0.185
4.206 -0.350 -0.170
4.208 -0.345 -0.180
4.211 -0.360 -0.200
4.214 -0.375 -0.210
4.217 -0.370 -0.185
4.219 -0.370 -0.180
4.222 -0.365 -0.165
4.225 -0.360 -0.170
4.228 -0.365 -0.200
4.231 -0.375 -0.185
4.233 -0.365 -0.170
4.236 -0.350 -0.160
4.239 -0.330 -0.150
4.242 -0.345 -0.145
4.244 -0.350 -0.160
4.247 -0.350 -0.165
4.250 -0.350 -0.160
4.253 -0.345 -0.135
4.256 -0.330 -0.110
4.258 -0.335 -0.125
4.261 -0.340 -0.135
4.264 -0.355 -0.150
4.267 -0.365 -0.145
4.269 -0.340 -0.130
4.272 -0.330 -0.125
4.275 -0.335 -0.135
4.278 -0.340 -0.155
4.281 -0.345 -0.180
4.283 -0.345 -0.160
4.286 -0.340 -0.155
4.289 -0.320 -0.155
4.292 -0.330 -0.155
4.294 -0.340 -0.165
4.297 -0.330 -0.170
4.300 -0.335 -0.180
4.303 -0.335 -0.165
4.306 -0.330 -0.150
4.308 -0.335 -0.150
4.311 -0.335 -0.170
4.314 -0.335 -0.180
4.317 -0.335 -0.190
4.319 -0.325 -0.190
4.322 -0.310 -0.175
4.325 -0.315 -0.185
4.328 -0.325 -0.205
4.331 -0.320 -0.200
4.333 -0.335 -0.210
4.336 -0.320 -0.195
4.339 -0.310 -0.185
4.342 -0.315 -0.180
4.344 -0.320 -0.195
4.347 -0.320 -0.210
4.350 -0.320 -0.205
4.353 -0.320 -0.200
4.356 -0.310 -0.180
4.358 -0.320 -0.165
4.361 -0.320 -0.170
4.364 -0.330 -0.160
4.367 -0.340 -0.175
4.369 -0.320 -0.145
4.372 -0.310 -0.150
4.375 -0.310 -0.150
4.378 -0.325 -0.145
4.381 -0.335 -0.165
4.383 -0.335 -0.155
4.386 -0.315 -0.145
4.389 -0.315 -0.135
4.392 -0.330 -0.145
4.394 -0.330 -0.140
4.397 -0.330 -0.150
4.400 -0.330 -0.160
4.403 -0.330 -0.160
4.406 -0.310 -0.160
4.408 -0.320 -0.165
4.411 -0.330 -0.160
4.414 -0.330 -0.170
4.417 -0.330 -0.165
4.419 -0.325 -0.160
4.422 -0.315 -0.170
4.425 -0.320 -0.160
4.428 -0.325 -0.165
4.431 -0.330 -0.170
4.433 -0.335 -0.160
4.436 -0.325 -0.155
4.439 -0.305 -0.165
4.442 -0.315 -0.165
4.444 -0.320 -0.180
4.447 -0.330 -0.185
4.450 -0.330 -0.185
4.453 -0.315 -0.185
4.456 -0.315 -0.190
4.458 -0.310 -0.195
4.461 -0.325 -0.205
4.464 -0.325 -0.195
4.467 -0.325 -0.195
4.469 -0.315 -0.175
4.472 -0.310 -0.180
4.475 -0.315 -0.190
4.478 -0.320 -0.195
4.481 -0.325 -0.185
4.483 -0.320 -0.170
4.486 -0.315 -0.165
4.489 -0.315 -0.160
4.492 -0.310 -0.155
4.494 -0.325 -0.170
4.497 -0.330 -0.145
4.500 -0.325 -0.130
4.503 -0.325 -0.125
4.506 -0.310 -0.135
4.508 -0.300 -0.140
4.511 -0.320 -0.155
4.514 -0.320 -0.150
4.517 -0.330 -0.130
4.519 -0.325 -0.120
4.522 -0.310 -0.130
4.525 -0.320 -0.140
4.528 -0.315 -0.160
4.531 -0.315 -0.160
4.533 -0.320 -0.155
4.536 -0.325 -0.140
4.539 -0.310 -0.140
4.542 -0.305 -0.150
4.544 -0.310 -0.175
4.547 -0.320 -0.185
4.550 -0.330 -0.165
4.553 -0.315 -0.155
4.556 -0.295 -0.145
4.558 -0.290 -0.150
4.561 -0.290 -0.175
4.564 -0.310 -0.170
4.567 -0.300 -0.160
4.569 -0.285 -0.145
4.572 -0.280 -0.145
4.575 -0.280 -0.165
4.578 -0.275 -0.185
4.581 -0.285 -0.185
4.583 -0.275 -0.185
4.586 -0.250 -0.170
4.589 -0.220 -0.170
4.592 -0.200 -0.170
4.594 -0.200 -0.190
4.597 -0.180 -0.195
4.600 -0.155 -0.180
4.603 -0.130 -0.150
4.606 -0.125 -0.170
4.608 -0.130 -0.155
4.611 -0.165 -0.175
4.614 -0.180 -0.190
4.617 -0.190 -0.165
4.619 -0.195 -0.155
4.622 -0.190 -0.140
4.625 -0.200 -0.140
4.628 -0.215 -0.155
4.631 -0.220 -0.155
4.633 -0.225 -0.145
4.636 -0.230 -0.125
4.639 -0.215 -0.130
4.642 -0.235 -0.125
4.644 -0.255 -0.135
4.647 -0.260 -0.145
4.650 -0.285 -0.140
4.653 -0.295 -0.125
4.656 -0.310 -0.120
4.658 -0.310 -0.125
4.661 -0.325 -0.140
4.664 -0.335 -0.145
4.667 -0.355 -0.160
4.669 -0.350 -0.155
4.672 -0.350 -0.140
4.675 -0.360 -0.130
4.678 -0.360 -0.150
4.681 -0.370 -0.170
4.683 -0.375 -0.175
4.686 -0.360 -0.150
4.689 -0.350 -0.125
4.692 -0.350 -0.135
4.694 -0.370 -0.150
4.697 -0.385 -0.170
4.700 -0.385 -0.175
4.703 -0.375 -0.175
4.706 -0.360 -0.170
4.708 -0.370 -0.175
4.711 -0.370 -0.185
4.714 -0.370 -0.195
4.717 -0.375 -0.200
4.719 -0.390 -0.185
4.722 -0.385 -0.175
4.725 -0.405 -0.160
4.728 -0.430 -0.160
4.731 -0.430 -0.175
4.733 -0.415 -0.185
4.736 -0.300 -0.170
4.739 -0.135 -0.160
4.742 0.075 -0.150
4.744 0.275 -0.155
4.747 0.515 -0.165
4.750 0.785 -0.185
4.753 0.975 -0.190
4.756 1.000 -0.220
4.758 0.820 -0.260
4.761 0.530 -0.285
4.764 0.265 -0.280
4.767 0.000 -0.250
4.769 -0.200 -0.205
4.772 -0.270 -0.140
4.775 -0.300 -0.110
4.778 -0.335 -0.115
4.781 -0.370 -0.125
4.783 -0.370 -0.120
4.786 -0.360 -0.140
4.789 -0.365 -0.140
4.792 -0.390 -0.135
4.794 -0.415 -0.145
4.797 -0.455 -0.150
4.800 -0.480 -0.155
4.803 -0.470 -0.150
4.806 -0.465 -0.135
4.808 -0.480 -0.130
4.811 -0.475 -0.140
4.814 -0.500 -0.145
4.817 -0.495 -0.145
4.819 -0.485 -0.155
4.822 -0.490 -0.155
4.825 -0.490 -0.145
4.828 -0.500 -0.145
4.831 -0.515 -0.160
4.833 -0.515 -0.165
4.836 -0.500 -0.180
4.839 -0.485 -0.180
4.842 -0.485 -0.160
4.844 -0.490 -0.165
4.847 -0.510 -0.170
4.850 -0.520 -0.165
4.853 -0.520 -0.165
4.856 -0.510 -0.160
4.858 -0.495 -0.175
4.861 -0.490 -0.180
4.864 -0.500 -0.175
4.867 -0.500 -0.160
4.869 -0.515 -0.155
4.872 -0.515 -0.155
4.875 -0.520 -0.150
4.878 -0.520 -0.135
4.881 -0.520 -0.140
4.883 -0.525 -0.120
4.886 -0.505 -0.120
4.889 -0.500 -0.125
4.892 -0.490 -0.135
4.894 -0.515 -0.130
4.897 -0.515 -0.140
4.900 -0.535 -0.120
4.903 -0.510 -0.105
4.906 -0.515 -0.110
4.908 -0.515 -0.120
4.911 -0.540 -0.120
4.914 -0.545 -0.125
4.917 -0.520 -0.115
4.919 -0.510 -0.115
4.922 -0.485 -0.115
4.925 -0.485 -0.125
4.928 -0.495 -0.145
4.931 -0.510 -0.155
4.933 -0.525 -0.135
4.936 -0.510 -0.125
4.939 -0.500 -0.110
4.942 -0.495 -0.130
4.944 -0.510 -0.150
4.947 -0.505 -0.145
4.950 -0.500 -0.150
4.953 -0.475 -0.130
4.956 -0.490 -0.120
4.958 -0.480 -0.145
4.961 -0.485 -0.160
4.964 -0.495 -0.185
4.967 -0.495 -0.180
4.969 -0.495 -0.160
4.972 -0.495 -0.160
4.975 -0.490 -0.155
4.978 -0.495 -0.170
4.981 -0.485 -0.190
4.983 -0.470 -0.185
4.986 -0.450 -0.160
4.989 -0.440 -0.150
4.992 -0.440 -0.155
4.994 -0.450 -0.175
4.997 -0.465 -0.185
5.000 -0.455 -0.150
5.003 -0.445 -0.150
5.006 -0.415 -0.135
5.008 -0.420 -0.125
5.011 -0.410 -0.145
5.014 -0.415 -0.145
5.017 -0.410 -0.140
5.019 -0.395 -0.110
5.022 -0.370 -0.095
5.025 -0.365 -0.100
5.028 -0.355 -0.115
5.031 -0.360 -0.135
5.033 -0.370 -0.140
5.036 -0.355 -0.120
5.039 -0.320 -0.105
5.042 -0.305 -0.115
5.044 -0.320 -0.135
5.047 -0.325 -0.155
5.050 -0.330 -0.160
5.053 -0.315 -0.145
5.056 -0.295 -0.140
5.058 -0.300 -0.140
5.061 -0.280 -0.160
5.064 -0.285 -0.175
5.067 -0.280 -0.175
5.069 -0.275 -0.145
5.072 -0.265 -0.145
5.075 -0.265 -0.150
5.078 -0.270 -0.155
5.081 -0.280 -0.170
5.083 -0.290 -0.180
5.086 -0.295 -0.170
5.089 -0.295 -0.160
5.092 -0.305 -0.160
5.094 -0.320 -0.190
5.097 -0.320 -0.195
5.100 -0.335 -0.185
5.103 -0.330 -0.170
5.106 -0.335 -0.145
5.108 -0.360 -0.160
5.111 -0.355 -0.155
5.114 -0.365 -0.180
5.117 -0.380 -0.175
5.119 -0.405 -0.140
5.122 -0.405 -0.125
5.125 -0.415 -0.125
5.128 -0.440 -0.140
5.131 -0.435 -0.150
5.133 -0.445 -0.125
5.136 -0.440 -0.110
5.139 -0.420 -0.085
5.142 -0.425 -0.090
5.144 -0.445 -0.120
5.147 -0.450 -0.120
5.150 -0.460 -0.115
5.153 -0.445 -0.095
5.156 -0.450 -0.080
5.158 -0.455 -0.085
5.161 -0.465 -0.105
5.164 -0.470 -0.105
5.167 -0.465 -0.110
5.169 -0.440 -0.105
5.172 -0.440 -0.100
5.175 -0.460 -0.110
5.178 -0.465 -0.130
5.181 -0.465 -0.140
5.183 -0.455 -0.130
5.186 -0.455 -0.110
5.189 -0.480 -0.110
5.192 -0.490 -0.105
5.194 -0.480 -0.120
5.197 -0.480 -0.135
5.200 -0.505 -0.130
5.203 -0.485 -0.110
5.206 -0.460 -0.095
5.208 -0.455 -0.115
5.211 -0.465 -0.140
5.214 -0.480 -0.160
5.217 -0.490 -0.155
5.219 -0.465 -0.135
5.222 -0.435 -0.140
5.225 -0.430 -0.130
5.228 -0.455 -0.155
5.231 -0.485 -0.170
5.233 -0.490 -0.140
5.236 -0.460 -0.125
5.239 -0.445 -0.125
5.242 -0.450 -0.125
5.244 -0.470 -0.140
5.247 -0.485 -0.130
5.250 -0.470 -0.125
5.253 -0.450 -0.090
5.256 -0.445 -0.090
5.258 -0.440 -0.085
5.261 -0.425 -0.100
5.264 -0.460 -0.100
5.267 -0.460 -0.100
5.269 -0.455 -0.080
5.272 -0.455 -0.070
5.275 -0.455 -0.090
5.278 -0.450 -0.100
5.281 -0.460 -0.105
5.283 -0.455 -0.095
5.286 -0.440 -0.075
5.289 -0.430 -0.090
5.292 -0.430 -0.110
5.294 -0.445 -0.125
5.297 -0.450 -0.125
5.300 -0.450 -0.120
5.303 -0.445 -0.095
5.306 -0.445 -0.090
5.308 -0.460 -0.105
5.311 -0.470 -0.125
5.314 -0.460 -0.120
5.317 -0.465 -0.110
5.319 -0.450 -0.090
5.322 -0.445 -0.090
5.325 -0.430 -0.105
5.328 -0.445 -0.135
5.331 -0.460 -0.140
5.333 -0.460 -0.130
5.336 -0.435 -0.125
5.339 -0.440 -0.120
5.342 -0.430 -0.135
5.344 -0.425 -0.165
5.347 -0.445 -0.135
5.350 -0.455 -0.135
5.353 -0.465 -0.110
5.356 -0.465 -0.120
5.358 -0.470 -0.135
5.361 -0.460 -0.135
5.364 -0.455 -0.125
5.367 -0.445 -0.110
5.369 -0.445 -0.100
5.372 -0.455 -0.090
5.375 -0.450 -0.095
5.378 -0.445 -0.100
5.381 -0.450 -0.100
5.383 -0.470 -0.075
5.386 -0.480 -0.065
5.389 -0.455 -0.085
5.392 -0.435 -0.090
5.394 -0.440 -0.105
5.397 -0.450 -0.095
5.400 -0.470 -0.080
5.403 -0.465 -0.070
5.406 -0.445 -0.090
5.408 -0.445 -0.110
5.411 -0.465 -0.110
5.414 -0.470 -0.115
5.417 -0.465 -0.100
5.419 -0.465 -0.095
5.422 -0.465 -0.090
5.425 -0.475 -0.115
5.428 -0.480 -0.120
5.431 -0.480 -0.120
5.433 -0.475 -0.100
5.436 -0.475 -0.100
5.439 -0.455 -0.100
5.442 -0.460 -0.115
5.444 -0.470 -0.120
5.447 -0.480 -0.115
5.450 -0.480 -0.115
5.453 -0.460 -0.110
5.456 -0.460 -0.120
5.458 -0.460 -0.120
5.461 -0.460 -0.125
5.464 -0.460 -0.140
5.467 -0.470 -0.130
5.469 -0.450 -0.120
5.472 -0.440 -0.125
5.475 -0.420 -0.125
5.478 -0.415 -0.135
5.481 -0.425 -0.125
5.483 -0.425 -0.110
5.486 -0.420 -0.100
5.489 -0.405 -0.105
5.492 -0.390 -0.100
5.494 -0.400 -0.090
5.497 -0.415 -0.090
5.500 -0.400 -0.070
5.503 -0.365 -0.070
5.506 -0.320 -0.065
5.508 -0.290 -0.075
5.511 -0.305 -0.090
5.514 -0.345 -0.075
5.517 -0.385 -0.085
5.519 -0.345 -0.080
5.522 -0.340 -0.085
5.525 -0.325 -0.080
5.528 -0.350 -0.085
5.531 -0.380 -0.100
5.533 -0.400 -0.105
5.536 -0.390 -0.110
5.539 -0.380 -0.110
5.542 -0.400 -0.105
5.544 -0.405 -0.110
5.547 -0.430 -0.110
5.550 -0.450 -0.110
